,nom_championnat,nom_club,nom_joueur,valeur_marchande,url_joueur
411,Premier League,FC Everton,Ashley Young,"20,00 mio. €",https://www.transfermarkt.fr/ashley-young/profil/spieler/14086
412,Premier League,FC Everton,Nathan Patterson,"20,00 mio. €",https://www.transfermarkt.fr/nathan-patterson/profil/spieler/424015
413,Premier League,FC Everton,Séamus Coleman,"20,00 mio. €",https://www.transfermarkt.fr/seamus-coleman/profil/spieler/68390
414,Premier League,FC Everton,Orel Mangala,"20,00 mio. €",https://www.transfermarkt.fr/orel-mangala/profil/spieler/289592
415,Premier League,FC Everton,James Garner,"20,00 mio. €",https://www.transfermarkt.fr/james-garner/profil/spieler/505219
416,Premier League,FC Everton,Carlos Alcaraz,"20,00 mio. €",https://www.transfermarkt.fr/carlos-alcaraz/profil/spieler/748319
417,Premier League,FC Everton,Tim Iroegbunam,"20,00 mio. €",https://www.transfermarkt.fr/tim-iroegbunam/profil/spieler/696589
418,Premier League,FC Everton,Abdoulaye Doucouré,"20,00 mio. €",https://www.transfermarkt.fr/abdoulaye-doucoure/profil/spieler/127187
419,Premier League,FC Everton,Idrissa Gueye,"20,00 mio. €",https://www.transfermarkt.fr/idrissa-gueye/profil/spieler/126665
420,Premier League,FC Everton,Dwight McNeil,"20,00 mio. €",https://www.transfermarkt.fr/dwight-mcneil/profil/spieler/584769
421,Premier League,FC Everton,Iliman Ndiaye,"20,00 mio. €",https://www.transfermarkt.fr/iliman-ndiaye/profil/spieler/623570
422,Premier League,FC Everton,Jesper Lindstrøm,"20,00 mio. €",https://www.transfermarkt.fr/jesper-lindstrom/profil/spieler/513245
423,Premier League,FC Everton,Jack Harrison,"20,00 mio. €",https://www.transfermarkt.fr/jack-harrison/profil/spieler/417346
424,Premier League,FC Everton,Dominic Calvert-Lewin,"20,00 mio. €",https://www.transfermarkt.fr/dominic-calvert-lewin/profil/spieler/306024
425,Premier League,FC Everton,Beto,"20,00 mio. €",https://www.transfermarkt.fr/beto/profil/spieler/595809
426,Premier League,FC Everton,Armando Broja,"20,00 mio. €",https://www.transfermarkt.fr/armando-broja/profil/spieler/571743
427,Premier League,FC Everton,Chermiti,"20,00 mio. €",https://www.transfermarkt.fr/chermiti/profil/spieler/670688
428,Premier League,FC Fulham,Bernd Leno,"11,00 mio. €",https://www.transfermarkt.fr/bernd-leno/profil/spieler/72476
429,Premier League,FC Fulham,Steven Benda,"11,00 mio. €",https://www.transfermarkt.fr/steven-benda/profil/spieler/381469
430,Premier League,FC Fulham,Joachim Andersen,"11,00 mio. €",https://www.transfermarkt.fr/joachim-andersen/profil/spieler/260827
431,Premier League,FC Fulham,Issa Diop,"11,00 mio. €",https://www.transfermarkt.fr/issa-diop/profil/spieler/272622
432,Premier League,FC Fulham,Calvin Bassey,"11,00 mio. €",https://www.transfermarkt.fr/calvin-bassey/profil/spieler/461883
433,Premier League,FC Fulham,Jorge Cuenca,"11,00 mio. €",https://www.transfermarkt.fr/jorge-cuenca/profil/spieler/494880
434,Premier League,FC Fulham,Antonee Robinson,"11,00 mio. €",https://www.transfermarkt.fr/antonee-robinson/profil/spieler/349701
435,Premier League,FC Fulham,Ryan Sessegnon,"11,00 mio. €",https://www.transfermarkt.fr/ryan-sessegnon/profil/spieler/392775
436,Premier League,FC Fulham,Kenny Tete,"11,00 mio. €",https://www.transfermarkt.fr/kenny-tete/profil/spieler/206746
437,Premier League,FC Fulham,Timothy Castagne,"11,00 mio. €",https://www.transfermarkt.fr/timothy-castagne/profil/spieler/262226
438,Premier League,FC Fulham,Sander Berge,"11,00 mio. €",https://www.transfermarkt.fr/sander-berge/profil/spieler/333014
439,Premier League,FC Fulham,Harrison Reed,"11,00 mio. €",https://www.transfermarkt.fr/harrison-reed/profil/spieler/226973
440,Premier League,FC Fulham,Saša Lukić,"11,00 mio. €",https://www.transfermarkt.fr/sasa-lukic/profil/spieler/245056
441,Premier League,FC Fulham,Tom Cairney,"11,00 mio. €",https://www.transfermarkt.fr/tom-cairney/profil/spieler/123275
442,Premier League,FC Fulham,Josh King,"11,00 mio. €",https://www.transfermarkt.fr/josh-king/profil/spieler/1011131
443,Premier League,FC Fulham,Emile Smith Rowe,"11,00 mio. €",https://www.transfermarkt.fr/emile-smith-rowe/profil/spieler/392765
444,Premier League,FC Fulham,Andreas Pereira,"11,00 mio. €",https://www.transfermarkt.fr/andreas-pereira/profil/spieler/203394
445,Premier League,FC Fulham,Alex Iwobi,"11,00 mio. €",https://www.transfermarkt.fr/alex-iwobi/profil/spieler/242631
446,Premier League,FC Fulham,Willian,"11,00 mio. €",https://www.transfermarkt.fr/willian/profil/spieler/52769
447,Premier League,FC Fulham,Martial Godo,"11,00 mio. €",https://www.transfermarkt.fr/martial-godo/profil/spieler/992686
448,Premier League,FC Fulham,Reiss Nelson,"11,00 mio. €",https://www.transfermarkt.fr/reiss-nelson/profil/spieler/340325
449,Premier League,FC Fulham,Harry Wilson,"11,00 mio. €",https://www.transfermarkt.fr/harry-wilson/profil/spieler/279455
450,Premier League,FC Fulham,Adama Traoré,"11,00 mio. €",https://www.transfermarkt.fr/adama-traore/profil/spieler/204103
451,Premier League,FC Fulham,Rodrigo Muniz,"11,00 mio. €",https://www.transfermarkt.fr/rodrigo-muniz/profil/spieler/735571
452,Premier League,FC Fulham,Raúl Jiménez,"11,00 mio. €",https://www.transfermarkt.fr/raul-jimenez/profil/spieler/206040
453,Premier League,FC Fulham,Carlos Vinícius,"11,00 mio. €",https://www.transfermarkt.fr/carlos-vinicius/profil/spieler/525287
454,Premier League,Leicester City,Mads Hermansen,"12,00 mio. €",https://www.transfermarkt.fr/mads-hermansen/profil/spieler/400536
455,Premier League,Leicester City,Daniel Iversen,"12,00 mio. €",https://www.transfermarkt.fr/daniel-iversen/profil/spieler/260841
456,Premier League,Leicester City,Danny Ward,"12,00 mio. €",https://www.transfermarkt.fr/danny-ward/profil/spieler/203026
457,Premier League,Leicester City,Jakub Stolarczyk,"12,00 mio. €",https://www.transfermarkt.fr/jakub-stolarczyk/profil/spieler/486144
458,Premier League,Leicester City,Wout Faes,"12,00 mio. €",https://www.transfermarkt.fr/wout-faes/profil/spieler/292808
459,Premier League,Leicester City,Caleb Okoli,"12,00 mio. €",https://www.transfermarkt.fr/caleb-okoli/profil/spieler/461833
460,Premier League,Leicester City,Harry Souttar,"12,00 mio. €",https://www.transfermarkt.fr/harry-souttar/profil/spieler/298091
461,Premier League,Leicester City,Conor Coady,"12,00 mio. €",https://www.transfermarkt.fr/conor-coady/profil/spieler/128901
462,Premier League,Leicester City,Jannik Vestergaard,"12,00 mio. €",https://www.transfermarkt.fr/jannik-vestergaard/profil/spieler/99331
463,Premier League,Leicester City,Victor Kristiansen,"12,00 mio. €",https://www.transfermarkt.fr/victor-kristiansen/profil/spieler/564529
464,Premier League,Leicester City,Luke Thomas,"12,00 mio. €",https://www.transfermarkt.fr/luke-thomas/profil/spieler/505194
465,Premier League,Leicester City,James Justin,"12,00 mio. €",https://www.transfermarkt.fr/james-justin/profil/spieler/413220
466,Premier League,Leicester City,Ricardo Pereira,"12,00 mio. €",https://www.transfermarkt.fr/ricardo-pereira/profil/spieler/215876
467,Premier League,Leicester City,Woyo Coulibaly,"12,00 mio. €",https://www.transfermarkt.fr/woyo-coulibaly/profil/spieler/592975
468,Premier League,Leicester City,Wilfred Ndidi,"12,00 mio. €",https://www.transfermarkt.fr/wilfred-ndidi/profil/spieler/274839
469,Premier League,Leicester City,Oliver Skipp,"12,00 mio. €",https://www.transfermarkt.fr/oliver-skipp/profil/spieler/406638
470,Premier League,Leicester City,Boubakary Soumaré,"12,00 mio. €",https://www.transfermarkt.fr/boubakary-soumare/profil/spieler/344605
471,Premier League,Leicester City,Harry Winks,"12,00 mio. €",https://www.transfermarkt.fr/harry-winks/profil/spieler/249126
472,Premier League,Leicester City,Michael Golding,"12,00 mio. €",https://www.transfermarkt.fr/michael-golding/profil/spieler/936842
473,Premier League,Leicester City,Bilal El Khannouss,"12,00 mio. €",https://www.transfermarkt.fr/bilal-el-khannouss/profil/spieler/654982
474,Premier League,Leicester City,Facundo Buonanotte,"12,00 mio. €",https://www.transfermarkt.fr/facundo-buonanotte/profil/spieler/983989
475,Premier League,Leicester City,Stephy Mavididi,"12,00 mio. €",https://www.transfermarkt.fr/stephy-mavididi/profil/spieler/340328
476,Premier League,Leicester City,Issahaku Fatawu,"12,00 mio. €",https://www.transfermarkt.fr/issahaku-fatawu/profil/spieler/864121
477,Premier League,Leicester City,Bobby De Cordova-Reid,"12,00 mio. €",https://www.transfermarkt.fr/bobby-de-cordova-reid/profil/spieler/186186
478,Premier League,Leicester City,Jordan Ayew,"12,00 mio. €",https://www.transfermarkt.fr/jordan-ayew/profil/spieler/108354
479,Premier League,Leicester City,Kasey McAteer,"12,00 mio. €",https://www.transfermarkt.fr/kasey-mcateer/profil/spieler/621193
480,Premier League,Leicester City,Odsonne Edouard,"12,00 mio. €",https://www.transfermarkt.fr/odsonne-edouard/profil/spieler/344152
481,Premier League,Leicester City,Patson Daka,"12,00 mio. €",https://www.transfermarkt.fr/patson-daka/profil/spieler/365172
482,Premier League,Leicester City,Jamie Vardy,"12,00 mio. €",https://www.transfermarkt.fr/jamie-vardy/profil/spieler/197838
483,Premier League,FC Southampton,Aaron Ramsdale,"20,00 mio. €",https://www.transfermarkt.fr/aaron-ramsdale/profil/spieler/427568
484,Premier League,FC Southampton,Joe Lumley,"20,00 mio. €",https://www.transfermarkt.fr/joe-lumley/profil/spieler/336367
485,Premier League,FC Southampton,Alex McCarthy,"20,00 mio. €",https://www.transfermarkt.fr/alex-mccarthy/profil/spieler/95976
486,Premier League,FC Southampton,Taylor Harwood-Bellis,"20,00 mio. €",https://www.transfermarkt.fr/taylor-harwood-bellis/profil/spieler/503977
487,Premier League,FC Southampton,Armel Bella-Kotchap,"20,00 mio. €",https://www.transfermarkt.fr/armel-bella-kotchap/profil/spieler/467563
488,Premier League,FC Southampton,Jan Bednarek,"20,00 mio. €",https://www.transfermarkt.fr/jan-bednarek/profil/spieler/243028
489,Premier League,FC Southampton,Nathan Wood,"20,00 mio. €",https://www.transfermarkt.fr/nathan-wood/profil/spieler/503990
490,Premier League,FC Southampton,Jack Stephens,"20,00 mio. €",https://www.transfermarkt.fr/jack-stephens/profil/spieler/163744
491,Premier League,FC Southampton,Joachim Kayi Sanda,"20,00 mio. €",https://www.transfermarkt.fr/joachim-kayi-sanda/profil/spieler/986298
492,Premier League,FC Southampton,Juan Larios,"20,00 mio. €",https://www.transfermarkt.fr/juan-larios/profil/spieler/646738
493,Premier League,FC Southampton,Ryan Manning,"20,00 mio. €",https://www.transfermarkt.fr/ryan-manning/profil/spieler/262300
494,Premier League,FC Southampton,Welington,"20,00 mio. €",https://www.transfermarkt.fr/welington/profil/spieler/729264
495,Premier League,FC Southampton,Charlie Taylor,"20,00 mio. €",https://www.transfermarkt.fr/charlie-taylor/profil/spieler/195633
496,Premier League,FC Southampton,Kyle Walker-Peters,"20,00 mio. €",https://www.transfermarkt.fr/kyle-walker-peters/profil/spieler/341051
497,Premier League,FC Southampton,Yukinari Sugawara,"20,00 mio. €",https://www.transfermarkt.fr/yukinari-sugawara/profil/spieler/405385
498,Premier League,FC Southampton,James Bree,"20,00 mio. €",https://www.transfermarkt.fr/james-bree/profil/spieler/324223
499,Premier League,FC Southampton,Lesley Ugochukwu,"20,00 mio. €",https://www.transfermarkt.fr/lesley-ugochukwu/profil/spieler/711999
500,Premier League,FC Southampton,Flynn Downes,"20,00 mio. €",https://www.transfermarkt.fr/flynn-downes/profil/spieler/506189
501,Premier League,FC Southampton,Mateus Fernandes,"20,00 mio. €",https://www.transfermarkt.fr/mateus-fernandes/profil/spieler/880245
502,Premier League,FC Southampton,Albert Grønbaek,"20,00 mio. €",https://www.transfermarkt.fr/albert-gronbaek/profil/spieler/503866
503,Premier League,FC Southampton,Will Smallbone,"20,00 mio. €",https://www.transfermarkt.fr/will-smallbone/profil/spieler/444211
504,Premier League,FC Southampton,Joe Aribo,"20,00 mio. €",https://www.transfermarkt.fr/joe-aribo/profil/spieler/468198
505,Premier League,FC Southampton,Adam Lallana,"20,00 mio. €",https://www.transfermarkt.fr/adam-lallana/profil/spieler/43530
506,Premier League,FC Southampton,Kamaldeen Sulemana,"20,00 mio. €",https://www.transfermarkt.fr/kamaldeen-sulemana/profil/spieler/746695
507,Premier League,FC Southampton,Ryan Fraser,"20,00 mio. €",https://www.transfermarkt.fr/ryan-fraser/profil/spieler/146795
508,Premier League,FC Southampton,Tyler Dibling,"20,00 mio. €",https://www.transfermarkt.fr/tyler-dibling/profil/spieler/866655
509,Premier League,FC Southampton,Cameron Archer,"20,00 mio. €",https://www.transfermarkt.fr/cameron-archer/profil/spieler/533662
510,Premier League,FC Southampton,Paul Onuachu,"20,00 mio. €",https://www.transfermarkt.fr/paul-onuachu/profil/spieler/272855
511,Premier League,FC Southampton,Ross Stewart,"20,00 mio. €",https://www.transfermarkt.fr/ross-stewart/profil/spieler/447995
512,Premier League,Ipswich Town,Arijanet Muric,"8,00 mio. €",https://www.transfermarkt.fr/arijanet-muric/profil/spieler/371021
513,Premier League,Ipswich Town,Alex Palmer,"8,00 mio. €",https://www.transfermarkt.fr/alex-palmer/profil/spieler/245625
514,Premier League,Ipswich Town,Christian Walton,"8,00 mio. €",https://www.transfermarkt.fr/christian-walton/profil/spieler/208379
515,Premier League,Ipswich Town,Cieran Slicker,"8,00 mio. €",https://www.transfermarkt.fr/cieran-slicker/profil/spieler/621997
516,Premier League,Ipswich Town,Jacob Greaves,"8,00 mio. €",https://www.transfermarkt.fr/jacob-greaves/profil/spieler/693095
517,Premier League,Ipswich Town,Dara O'Shea,"8,00 mio. €",https://www.transfermarkt.fr/dara-oshea/profil/spieler/401320
518,Premier League,Ipswich Town,Ben Godfrey,"8,00 mio. €",https://www.transfermarkt.fr/ben-godfrey/profil/spieler/343475
519,Premier League,Ipswich Town,Cameron Burgess,"8,00 mio. €",https://www.transfermarkt.fr/cameron-burgess/profil/spieler/255788
520,Premier League,Ipswich Town,Luke Woolfenden,"8,00 mio. €",https://www.transfermarkt.fr/luke-woolfenden/profil/spieler/527425
521,Premier League,Ipswich Town,Leif Davis,"8,00 mio. €",https://www.transfermarkt.fr/leif-davis/profil/spieler/596446
522,Premier League,Ipswich Town,Conor Townsend,"8,00 mio. €",https://www.transfermarkt.fr/conor-townsend/profil/spieler/146509
523,Premier League,Ipswich Town,Ben Johnson,"8,00 mio. €",https://www.transfermarkt.fr/ben-johnson/profil/spieler/468002
524,Premier League,Ipswich Town,Axel Tuanzebe,"8,00 mio. €",https://www.transfermarkt.fr/axel-tuanzebe/profil/spieler/342046
525,Premier League,Ipswich Town,Kalvin Phillips,"8,00 mio. €",https://www.transfermarkt.fr/kalvin-phillips/profil/spieler/351749
526,Premier League,Ipswich Town,Jens Cajuste,"8,00 mio. €",https://www.transfermarkt.fr/jens-cajuste/profil/spieler/468066
527,Premier League,Ipswich Town,Jack Taylor,"8,00 mio. €",https://www.transfermarkt.fr/jack-taylor/profil/spieler/458178
528,Premier League,Ipswich Town,Sam Morsy,"8,00 mio. €",https://www.transfermarkt.fr/sam-morsy/profil/spieler/123551
529,Premier League,Ipswich Town,Massimo Luongo,"8,00 mio. €",https://www.transfermarkt.fr/massimo-luongo/profil/spieler/181687
530,Premier League,Ipswich Town,Julio Enciso,"8,00 mio. €",https://www.transfermarkt.fr/julio-enciso/profil/spieler/660867
531,Premier League,Ipswich Town,Omari Hutchinson,"8,00 mio. €",https://www.transfermarkt.fr/omari-hutchinson/profil/spieler/741238
532,Premier League,Ipswich Town,Jaden Philogene,"8,00 mio. €",https://www.transfermarkt.fr/jaden-philogene/profil/spieler/665390
533,Premier League,Ipswich Town,Jack Clarke,"8,00 mio. €",https://www.transfermarkt.fr/jack-clarke/profil/spieler/559794
534,Premier League,Ipswich Town,Sammie Szmodics,"8,00 mio. €",https://www.transfermarkt.fr/sammie-szmodics/profil/spieler/292139
535,Premier League,Ipswich Town,Nathan Broadhead,"8,00 mio. €",https://www.transfermarkt.fr/nathan-broadhead/profil/spieler/344009
536,Premier League,Ipswich Town,Chiedozie Ogbene,"8,00 mio. €",https://www.transfermarkt.fr/chiedozie-ogbene/profil/spieler/392591
537,Premier League,Ipswich Town,Wes Burns,"8,00 mio. €",https://www.transfermarkt.fr/wes-burns/profil/spieler/255731
538,Premier League,Ipswich Town,Conor Chaplin,"8,00 mio. €",https://www.transfermarkt.fr/conor-chaplin/profil/spieler/349503
539,Premier League,Ipswich Town,Liam Delap,"8,00 mio. €",https://www.transfermarkt.fr/liam-delap/profil/spieler/610849
540,Premier League,Ipswich Town,George Hirst,"8,00 mio. €",https://www.transfermarkt.fr/george-hirst/profil/spieler/420808
541,LaLiga,Real Madrid,Thibaut Courtois,"25,00 mio. €",https://www.transfermarkt.fr/thibaut-courtois/profil/spieler/108390
542,LaLiga,Real Madrid,Andriy Lunin,"25,00 mio. €",https://www.transfermarkt.fr/andriy-lunin/profil/spieler/404839
543,LaLiga,Real Madrid,Éder Militão,"25,00 mio. €",https://www.transfermarkt.fr/eder-militao/profil/spieler/401530
544,LaLiga,Real Madrid,Antonio Rüdiger,"25,00 mio. €",https://www.transfermarkt.fr/antonio-rudiger/profil/spieler/86202
545,LaLiga,Real Madrid,David Alaba,"25,00 mio. €",https://www.transfermarkt.fr/david-alaba/profil/spieler/59016
546,LaLiga,Real Madrid,Raúl Asencio,"25,00 mio. €",https://www.transfermarkt.fr/raul-asencio/profil/spieler/935245
547,LaLiga,Real Madrid,Jesús Vallejo,"25,00 mio. €",https://www.transfermarkt.fr/jesus-vallejo/profil/spieler/251896
548,LaLiga,Real Madrid,Ferland Mendy,"25,00 mio. €",https://www.transfermarkt.fr/ferland-mendy/profil/spieler/291417
549,LaLiga,Real Madrid,Fran García,"25,00 mio. €",https://www.transfermarkt.fr/fran-garcia/profil/spieler/341264
550,LaLiga,Real Madrid,Daniel Carvajal,"25,00 mio. €",https://www.transfermarkt.fr/daniel-carvajal/profil/spieler/138927
551,LaLiga,Real Madrid,Lucas Vázquez,"25,00 mio. €",https://www.transfermarkt.fr/lucas-vazquez/profil/spieler/221316
552,LaLiga,Real Madrid,Aurélien Tchouaméni,"25,00 mio. €",https://www.transfermarkt.fr/aurelien-tchouameni/profil/spieler/413112
553,LaLiga,Real Madrid,Federico Valverde,"25,00 mio. €",https://www.transfermarkt.fr/federico-valverde/profil/spieler/369081
554,LaLiga,Real Madrid,Eduardo Camavinga,"25,00 mio. €",https://www.transfermarkt.fr/eduardo-camavinga/profil/spieler/640428
555,LaLiga,Real Madrid,Luka Modric,"25,00 mio. €",https://www.transfermarkt.fr/luka-modric/profil/spieler/27992
556,LaLiga,Real Madrid,Dani Ceballos,"25,00 mio. €",https://www.transfermarkt.fr/dani-ceballos/profil/spieler/319745
557,LaLiga,Real Madrid,Jude Bellingham,"25,00 mio. €",https://www.transfermarkt.fr/jude-bellingham/profil/spieler/581678
558,LaLiga,Real Madrid,Vinicius Junior,"25,00 mio. €",https://www.transfermarkt.fr/vinicius-junior/profil/spieler/371998
559,LaLiga,Real Madrid,Rodrygo,"25,00 mio. €",https://www.transfermarkt.fr/rodrygo/profil/spieler/412363
560,LaLiga,Real Madrid,Arda Güler,"25,00 mio. €",https://www.transfermarkt.fr/arda-guler/profil/spieler/861410
561,LaLiga,Real Madrid,Brahim Díaz,"25,00 mio. €",https://www.transfermarkt.fr/brahim-diaz/profil/spieler/314678
562,LaLiga,Real Madrid,Kylian Mbappé,"25,00 mio. €",https://www.transfermarkt.fr/kylian-mbappe/profil/spieler/342229
563,LaLiga,Real Madrid,Endrick,"25,00 mio. €",https://www.transfermarkt.fr/endrick/profil/spieler/971570
564,LaLiga,FC Barcelone,Marc-André ter Stegen,"15,00 mio. €",https://www.transfermarkt.fr/marc-andre-ter-stegen/profil/spieler/74857
565,LaLiga,FC Barcelone,Iñaki Peña,"15,00 mio. €",https://www.transfermarkt.fr/inaki-pena/profil/spieler/283170
566,LaLiga,FC Barcelone,Wojciech Szczesny,"15,00 mio. €",https://www.transfermarkt.fr/wojciech-szczesny/profil/spieler/44058
567,LaLiga,FC Barcelone,Ander Astralaga,"15,00 mio. €",https://www.transfermarkt.fr/ander-astralaga/profil/spieler/709955
568,LaLiga,FC Barcelone,Pau Cubarsí,"15,00 mio. €",https://www.transfermarkt.fr/pau-cubarsi/profil/spieler/962110
569,LaLiga,FC Barcelone,Ronald Araujo,"15,00 mio. €",https://www.transfermarkt.fr/ronald-araujo/profil/spieler/480267
570,LaLiga,FC Barcelone,Andreas Christensen,"15,00 mio. €",https://www.transfermarkt.fr/andreas-christensen/profil/spieler/196948
571,LaLiga,FC Barcelone,Eric García,"15,00 mio. €",https://www.transfermarkt.fr/eric-garcia/profil/spieler/466794
572,LaLiga,FC Barcelone,Iñigo Martínez,"15,00 mio. €",https://www.transfermarkt.fr/inigo-martinez/profil/spieler/158863
573,LaLiga,FC Barcelone,Alejandro Balde,"15,00 mio. €",https://www.transfermarkt.fr/alejandro-balde/profil/spieler/636688
574,LaLiga,FC Barcelone,Gerard Martín,"15,00 mio. €",https://www.transfermarkt.fr/gerard-martin/profil/spieler/705395
575,LaLiga,FC Barcelone,Jules Koundé,"15,00 mio. €",https://www.transfermarkt.fr/jules-kounde/profil/spieler/411975
576,LaLiga,FC Barcelone,Héctor Fort,"15,00 mio. €",https://www.transfermarkt.fr/hector-fort/profil/spieler/937955
577,LaLiga,FC Barcelone,Marc Casadó,"15,00 mio. €",https://www.transfermarkt.fr/marc-casado/profil/spieler/636695
578,LaLiga,FC Barcelone,Marc Bernal,"15,00 mio. €",https://www.transfermarkt.fr/marc-bernal/profil/spieler/1018920
579,LaLiga,FC Barcelone,Pedri,"15,00 mio. €",https://www.transfermarkt.fr/pedri/profil/spieler/683840
580,LaLiga,FC Barcelone,Gavi,"15,00 mio. €",https://www.transfermarkt.fr/gavi/profil/spieler/646740
581,LaLiga,FC Barcelone,Fermín López,"15,00 mio. €",https://www.transfermarkt.fr/fermin-lopez/profil/spieler/636703
582,LaLiga,FC Barcelone,Frenkie de Jong,"15,00 mio. €",https://www.transfermarkt.fr/frenkie-de-jong/profil/spieler/326330
583,LaLiga,FC Barcelone,Dani Olmo,"15,00 mio. €",https://www.transfermarkt.fr/dani-olmo/profil/spieler/293385
584,LaLiga,FC Barcelone,Pablo Torre,"15,00 mio. €",https://www.transfermarkt.fr/pablo-torre/profil/spieler/720038
585,LaLiga,FC Barcelone,Raphinha,"15,00 mio. €",https://www.transfermarkt.fr/raphinha/profil/spieler/411295
586,LaLiga,FC Barcelone,Ansu Fati,"15,00 mio. €",https://www.transfermarkt.fr/ansu-fati/profil/spieler/466810
587,LaLiga,FC Barcelone,Lamine Yamal,"15,00 mio. €",https://www.transfermarkt.fr/lamine-yamal/profil/spieler/937958
588,LaLiga,FC Barcelone,Ferran Torres,"15,00 mio. €",https://www.transfermarkt.fr/ferran-torres/profil/spieler/398184
589,LaLiga,FC Barcelone,Robert Lewandowski,"15,00 mio. €",https://www.transfermarkt.fr/robert-lewandowski/profil/spieler/38253
590,LaLiga,FC Barcelone,Pau Víctor,"15,00 mio. €",https://www.transfermarkt.fr/pau-victor/profil/spieler/707572
591,LaLiga,Atlético de Madrid,Jan Oblak,"25,00 mio. €",https://www.transfermarkt.fr/jan-oblak/profil/spieler/121483
592,LaLiga,Atlético de Madrid,Juan Musso,"25,00 mio. €",https://www.transfermarkt.fr/juan-musso/profil/spieler/242359
593,LaLiga,Atlético de Madrid,Robin Le Normand,"25,00 mio. €",https://www.transfermarkt.fr/robin-le-normand/profil/spieler/351809
594,LaLiga,Atlético de Madrid,José María Giménez,"25,00 mio. €",https://www.transfermarkt.fr/jose-maria-gimenez/profil/spieler/250845
595,LaLiga,Atlético de Madrid,Clément Lenglet,"25,00 mio. €",https://www.transfermarkt.fr/clement-lenglet/profil/spieler/182904
596,LaLiga,Atlético de Madrid,Axel Witsel,"25,00 mio. €",https://www.transfermarkt.fr/axel-witsel/profil/spieler/35047
597,LaLiga,Atlético de Madrid,César Azpilicueta,"25,00 mio. €",https://www.transfermarkt.fr/cesar-azpilicueta/profil/spieler/57500
598,LaLiga,Atlético de Madrid,Reinildo Mandava,"25,00 mio. €",https://www.transfermarkt.fr/reinildo-mandava/profil/spieler/240692
599,LaLiga,Atlético de Madrid,Javi Galán,"25,00 mio. €",https://www.transfermarkt.fr/javi-galan/profil/spieler/448628
600,LaLiga,Atlético de Madrid,Nahuel Molina,"25,00 mio. €",https://www.transfermarkt.fr/nahuel-molina/profil/spieler/424042
601,LaLiga,Atlético de Madrid,Pablo Barrios,"25,00 mio. €",https://www.transfermarkt.fr/pablo-barrios/profil/spieler/775605
602,LaLiga,Atlético de Madrid,Conor Gallagher,"25,00 mio. €",https://www.transfermarkt.fr/conor-gallagher/profil/spieler/488362
603,LaLiga,Atlético de Madrid,Rodrigo De Paul,"25,00 mio. €",https://www.transfermarkt.fr/rodrigo-de-paul/profil/spieler/255901
604,LaLiga,Atlético de Madrid,Koke,"25,00 mio. €",https://www.transfermarkt.fr/koke/profil/spieler/74229
605,LaLiga,Atlético de Madrid,Marcos Llorente,"25,00 mio. €",https://www.transfermarkt.fr/marcos-llorente/profil/spieler/282411
606,LaLiga,Atlético de Madrid,Thomas Lemar,"25,00 mio. €",https://www.transfermarkt.fr/thomas-lemar/profil/spieler/205562
607,LaLiga,Atlético de Madrid,Samuel Lino,"25,00 mio. €",https://www.transfermarkt.fr/samuel-lino/profil/spieler/694928
608,LaLiga,Atlético de Madrid,Rodrigo Riquelme,"25,00 mio. €",https://www.transfermarkt.fr/rodrigo-riquelme/profil/spieler/461617
609,LaLiga,Atlético de Madrid,Ángel Correa,"25,00 mio. €",https://www.transfermarkt.fr/angel-correa/profil/spieler/266807
610,LaLiga,Atlético de Madrid,Giuliano Simeone,"25,00 mio. €",https://www.transfermarkt.fr/giuliano-simeone/profil/spieler/742201
611,LaLiga,Atlético de Madrid,Julián Alvarez,"25,00 mio. €",https://www.transfermarkt.fr/julian-alvarez/profil/spieler/576024
612,LaLiga,Atlético de Madrid,Alexander Sørloth,"25,00 mio. €",https://www.transfermarkt.fr/alexander-sorloth/profil/spieler/238407
613,LaLiga,Atlético de Madrid,Antoine Griezmann,"25,00 mio. €",https://www.transfermarkt.fr/antoine-griezmann/profil/spieler/125781
614,LaLiga,Real Sociedad,Álex Remiro,"25,00 mio. €",https://www.transfermarkt.fr/alex-remiro/profil/spieler/212862
615,LaLiga,Real Sociedad,Unai Marrero,"25,00 mio. €",https://www.transfermarkt.fr/unai-marrero/profil/spieler/625657
616,LaLiga,Real Sociedad,Nayef Aguerd,"25,00 mio. €",https://www.transfermarkt.fr/nayef-aguerd/profil/spieler/361914
617,LaLiga,Real Sociedad,Igor Zubeldia,"25,00 mio. €",https://www.transfermarkt.fr/igor-zubeldia/profil/spieler/355628
618,LaLiga,Real Sociedad,Jon Pacheco,"25,00 mio. €",https://www.transfermarkt.fr/jon-pacheco/profil/spieler/580560
619,LaLiga,Real Sociedad,Aritz Elustondo,"25,00 mio. €",https://www.transfermarkt.fr/aritz-elustondo/profil/spieler/229804
620,LaLiga,Real Sociedad,Jon Martín,"25,00 mio. €",https://www.transfermarkt.fr/jon-martin/profil/spieler/1018938
621,LaLiga,Real Sociedad,Javi López,"25,00 mio. €",https://www.transfermarkt.fr/javi-lopez/profil/spieler/568158
622,LaLiga,Real Sociedad,Aihen Muñoz,"25,00 mio. €",https://www.transfermarkt.fr/aihen-munoz/profil/spieler/517842
623,LaLiga,Real Sociedad,Jon Aramburu,"25,00 mio. €",https://www.transfermarkt.fr/jon-aramburu/profil/spieler/661145
